College,Status,Team,Experience,LastName,FirstName,Number,PlayerId,Position
Clemson,Retired, ,6 Seasons,"Gardner, Rod", ,rodgardner/2504772,
Stanford,Retired, ,1 Season,"Newberry, Jared", ,jarednewberry/2506518,
Dartmouth,Retired, ,1 Season,"Lee, Lloyd", ,lloydlee/2501719,
Wis.-Whitewater,Retired, ,1 Season,"Rindy, Stuart", ,stuartrindy/2524199,
Ohio State,Retired, ,4 Seasons,"Wells, Beanie", ,beaniewells/79661,
California,Retired, ,2 Seasons,"Fortt, Khairi", ,khairifortt/2543568,
Boise State,Retired, ,4 Seasons,"Harts, Shaunard", ,shaunardharts/2504614,
Cincinnati,Retired, ,2 Seasons,"Capuzzi, Jim", ,jimcapuzzi/2511044,
South Carolina,Retired, ,3 Seasons,"Chisolm, Garrett", ,garrettchisolm/2495433,
Clemson,Retired, ,5 Seasons,"Latimer, Al", ,allatimer/2519134,
Temple,Active,Arizona Cardinals,Rookie,"Reddick, Haason", ,haasonreddick/2557887,LB
Minnesota,Retired, ,4 Seasons,"Davis, Jerome", ,jeromedavis/2500314,
St. Francis (PA),Retired, ,2 Seasons,"Naioti, John", ,johnnaioti/2521938,
Tulane,Retired, ,2 Seasons,"Gatewood, Les", ,lesgatewood/2514697,
James Madison,Retired, ,2 Seasons,"Foxx, Dion", ,dionfoxx/2500693,
Indiana,Active,Kansas City Chiefs,Rookie,"Redding, Devine", ,devineredding/2559103,RB
Wofford,Active,Detroit Lions,1st season,"Redfern, Kasey", ,kaseyredfern/2550848,P
Southern Methodist,Retired, ,1 Season,"Line, Bill", ,billline/2519540,
Harvard,Active,Indianapolis Colts,1st season,"Redmond, Adam", ,adamredmond/2556395,OG
UCLA,Active,Cincinnati Bengals,1st season,"Redmond, Alex",62,alexredmond/2556662,OG
UCLA,Retired, ,1 Season,"Andrusyshyn, Zenon", ,zenonandrusyshyn/2508570,
Mississippi State,Active,San Francisco 49ers,2nd season,"Redmond, Will",23,willredmond/2555545,CB
UCLA,Retired, ,8 Seasons,"Ellis, Allan", ,allanellis/2513572,
Northern Illinois,Retired, ,4 Seasons,"Latin, Jerry", ,jerrylatin/2519136,
Carroll (Wis.),Retired, ,1 Season,"Ambrose, Walt", ,waltambrose/2508435,
Arizona,Active,Atlanta Falcons,7th season,"Reed, Brooks",50,brooksreed/2495218,DE
North Carolina Central,Retired, ,11 Seasons,"Baker, John", ,johnbaker/2508877,
Minnesota State,Active,Jacksonville Jaguars,2nd season,"Reed, Chris",64,chrisreed/2553679,G
Oklahoma State,Retired, ,1 Season,"Davis, Adam", ,adamdavis/2504009,
Georgia,Retired, ,4 Seasons,"King, Fay", ,fayking/2518509,
Alabama,Retired, ,2 Seasons,"Goode, Kerry", ,kerrygoode/2515049,
Alabama,Active,Seattle Seahawks,2nd season,"Reed, Jarran",90,jarranreed/2555238,DT
Notre Dame,Retired, ,9 Seasons,"Terrell, Pat", ,patterrell/2503277,
LSU,Retired, ,4 Seasons,"Young, Rodney", ,rodneyyoung/2503841,
Florida,Active,Washington Redskins,5th season,"Reed, Jordan",86,jordanreed/2540160,TE
Pittsburgh,Retired, ,2 Seasons,"Werder, Dick", ,dickwerder/2528538,
Harvard,Retired, ,2 Seasons,"Dadmun, Harrie", ,harriedadmun/2512390,
Alabama,Retired, ,3 Seasons,"Lester, Robert", ,robertlester/2539196,
New Mexico,Retired, ,5 Seasons,"Baskett, Hank", ,hankbaskett/2495804,
Pittsburgh,Retired, ,1 Season,"Daniell, Ave", ,avedaniell/2512435,
Michigan,Retired, ,1 Season,"Ezeh, Obi", ,obiezeh/2531193,
Williams,Retired, ,3 Seasons,"Maitland, Jack", ,jackmaitland/2520004,
South Carolina,Retired, ,1 Season,"Campbell, Terrence", ,terrencecampbell/2536131,
Tulane,Retired, ,15 Seasons,"Washington, Lionel", ,lionelwashington/2503554,
Southern Mississippi,Active,Tennessee Titans,1st season,"Reed, Kalan", ,kalanreed/2556380,DB
UCLA,Retired, ,4 Seasons,"Perry, Tab", ,tabperry/2506525,
Arizona,Retired, ,9 Seasons,"Dawson, Mike", ,mikedawson/2512664,
California,Retired, ,5 Seasons,"Harding, Roger", ,rogerharding/2515811,
Duquesne,Retired, ,3 Seasons,"Maras, Joe", ,joemaras/2520114,
Tennessee,Retired, ,5 Seasons,"Ingram, Brian", ,brianingram/2517162,
Purdue,Retired, ,11 Seasons,"Danielson, Gary", ,garydanielson/2512449,
Morgan State,Retired, ,1 Season,"Person, Ara", ,araperson/2523061,
Stephen F. Austin St.,Retired, ,1 Season,"Pasteur, Brock", ,brockpasteur/2522824,
Texas,Retired, ,1 Season,"Pinkney, Lovell", ,lovellpinkney/2502488,
Ohio State,Unsigned free agent,New Orleans Saints,3rd season,"Stoneburner, Jake", ,jakestoneburner/2539283,TE
Arizona State,Retired, ,2 Seasons,"Parker, Colin", ,colinparker/2535950,
Texas,Retired, ,4 Seasons,"Teltschik, John", ,johnteltschik/2527148,
Pennsylvania,Retired, ,1 Season,"Fiedler, Bill", ,billfiedler/2513992,
USC,Retired, ,6 Seasons,"Young, Adrian", ,adrianyoung/2529565,
California-Davis,Retired, ,4 Seasons,"Eason, Bo", ,boeason/2513418,
Auburn,Active,Los Angeles Chargers,2nd season,"Reed, Trovon",38,trovonreed/2554352,CB
Toledo,Active,Tampa Bay Buccaneers,1st season,"Reedy, Bernard", ,bernardreedy/2550246,WR
Tennessee,Active,Detroit Lions,Rookie,"Reeves-Maybin, Jalen", ,jalenreeves-maybin/2557924,LB
Idaho,Active,Buffalo Bills,Rookie,"Rehkow, Austin", ,austinrehkow/2559234,P
USC,Retired, ,11 Seasons,"Del Rio, Jack", ,jackdelrio/2500366,
Jackson State,Retired, ,2 Seasons,"James, Claudis", ,claudisjames/2517370,
Princeton,Active,Los Angeles Chargers,4th season,"Reid, Caraun",91,caraunreid/2543748,DT
Northwestern,Retired, ,1 Season,"Vitabile, Brandon", ,brandonvitabile/2553481,
Akron,Retired, ,0 Season,"Getsy, Luke", ,lukegetsy/2514786,
Kansas State,Retired, ,1 Season,"Raemer, Norbert", ,norbertraemer/2523688,
Kentucky,Retired, ,6 Seasons,"Yowarsky, Walt", ,waltyowarsky/2529603,
LSU,Retired, ,14 Seasons,"Thomas, Henry", ,henrythomas/2503306,
Indiana,Retired, ,1 Season,"Addams, Abe", ,abeaddams/2508235,
Hawaii,Retired, ,1 Season,"Tipton, Gregg", ,greggtipton/2527460,
Oklahoma,Retired, ,10 Seasons,"Ivy, Corey", ,coreyivy/2503881,
Clemson,Retired, ,4 Seasons,"Waters, Anthony", ,anthonywaters/2495774,
Oklahoma State,Retired, ,1 Season,"Riley, Bobby", ,bobbyriley/2524192,
Fordham,Retired, ,1 Season,"Halloran, Dimp", ,dimphalloran/2515666,
Howard,Retired, ,6 Seasons,"Jenkins, Billy", ,billyjenkins/2501378,
LSU,Active,San Francisco 49ers,5th season,"Reid, Eric",35,ericreid/2540152,FS
Georgia Southern,Retired, ,1 Season,"Pasco, Darrell", ,darrellpasco/2507977,
Central Florida,Active,Kansas City Chiefs,7th season,"Reid, Jah",75,jahreid/2495434,OG
Kent State,Retired, ,1 Season,"Belgrave, Kirk", ,kirkbelgrave/2530566,
Carson-Newman,Retired, ,8 Seasons,"Killings, Cedric", ,cedrickillings/2504059,
New Hampshire,Retired, ,1 Season,"Lane, Clayton", ,claytonlane/2519038,
U. of Pacific,Retired, ,2 Seasons,"Delevan, Burt", ,burtdelevan/2512746,
Maryland,Retired, ,1 Season,"Perlo, Phil", ,philperlo/2523031,
Georgia,Retired, ,3 Seasons,"Ehrhardt, Clyde", ,clydeehrhardt/2513514,
Marquette,Retired, ,6 Seasons,"Becker, Wayland", ,waylandbecker/2509279,
Pittsburgh,Retired, ,3 Seasons,"Fada, Rob", ,robfada/2513784,
Virginia,Retired, ,9 Seasons,"Ambrose, Dick", ,dickambrose/2508434,
Illinois,Retired, ,5 Seasons,"Ulrich, Chuck", ,chuckulrich/2527778,
USC,Retired, ,7 Seasons,"Hardy, Jim", ,jimhardy/2515825,
Iowa,Active,Minnesota Vikings,6th season,"Reiff, Riley", ,rileyreiff/2533042,T
New Mexico,Retired, ,2 Seasons,"Gordon, Lennox", ,lennoxgordon/2500845,
Nebraska,Active,Buffalo Bills,Rookie,"Reilly, Brandon", ,brandonreilly/2559235,WR
Howard Payne,Retired, ,10 Seasons,"Sanders, Ken", ,kensanders/2524871,
Long Beach State,Retired, ,0 Season,"Ibekwe, Onye", ,onyeibekwe/2517141,
Utah,Active,Miami Dolphins,3rd season,"Reilly, Trevor",57,trevorreilly/2543676,LB
South Florida,Active,Cleveland Browns,2nd season,"Reiter, Austin",62,austinreiter/2553452,C
South Florida,Retired, ,1 Season,"Eatmon, Quinterrius", ,quinterriuseatmon/2553766,
Miami (Fla.),Retired, ,5 Seasons,"Gordon, Richard", ,richardgordon/2499255,
Oregon State,Active,Minnesota Vikings,5th season,"Remmers, Mike", ,mikeremmers/2535607,T
Virginia Military Inst.,Retired, ,1 Season,"Barber, Ben", ,benbarber/2508977,
Tennessee State,Retired, ,7 Seasons,"Kinnebrew, Larry", ,larrykinnebrew/2518526,
Tulane,Retired, ,8 Seasons,"Kingrea, Rick", ,rickkingrea/2518523,
Southern Methodist,Retired, ,1 Season,"Johnson, Jeremy", ,jeremyjohnson/2550839,
Notre Dame,Retired, ,2 Seasons,"Martin, Dave", ,davemartin/2520232,
The Citadel,Active,Atlanta Falcons,Rookie,"Renew, Tyler", ,tylerrenew/2559122,RB
Tennessee,Retired, ,1 Season,"Allen, Mikki", ,mikkiallen/2504028,
Florida State,Retired, ,0 Season,"Dean, B.J.", ,b.j.dean/2512678,
Duke,Active,Cincinnati Bengals,7th season,"Rey, Vincent",57,vincentrey/2507843,OLB
Florida State,Retired, ,7 Seasons,"Dawsey, Lawrence", ,lawrencedawsey/2500347,
Rice,Retired, ,1 Season,"Kerbow, Randy", ,randykerbow/2518358,
Washington,Retired, ,4 Seasons,"Janet, Ernie", ,erniejanet/2517407,
Stanford,Active,Cleveland Browns,3rd season,"Reynolds, Ed",39,edreynolds/2543656,FS
Texas A&M,Active,Los Angeles Rams,Rookie,"Reynolds, Josh", ,joshreynolds/2558194,WR
Ohio State,Retired, ,1 Season,"Larimore, Dexter", ,dexterlarimore/2530710,
Auburn,Retired, ,9 Seasons,"Washington, Marcus", ,marcuswashington/2504202,
Florida State,Retired, ,1 Season,"Majors, Joe", ,joemajors/2520006,
Virginia Military Inst.,Retired, ,2 Seasons,"Walker, Bill", ,billwalker/2528131,
Penn State,Retired, ,1 Season,"Gbadyu, Bani", ,banigbadyu/2531162,
Northern Illinois,Retired, ,3 Seasons,"Jacoby, Mitch", ,mitchjacoby/2501350,
LSU,Retired, ,1 Season,"Estes, Don", ,donestes/2513716,
Toledo,Retired, ,10 Seasons,"Taylor, Chester", ,chestertaylor/2505181,
Oregon,Retired, ,8 Seasons,"Harrington, Joey", ,joeyharrington/2505011,
Duquesne,Retired, ,1 Season,"DePaul, Henry", ,henrydepaul/2512816,
Texas-El Paso,Retired, ,2 Seasons,"Cavness, Grady", ,gradycavness/2511294,
Navy,Active,Baltimore Ravens,1st season,"Reynolds, Keenan",81,keenanreynolds/2555356,WR
Morgan State,Retired, ,1 Season,"Cherry, Stan", ,stancherry/2511408,
Florida State,Retired, ,1 Season,"Scott, Stanley", ,stanleyscott/2525225,
San Jose State,Retired, ,1 Season,"Castelo, Matt", ,mattcastelo/2507355,
Virginia,Active,Atlanta Falcons,5th season,"Reynolds, LaRoy",53,laroyreynolds/2541741,MLB
Oregon State,Active,Chicago Bears,2nd season,"Reynolds, Rashaad", ,rashaadreynolds/2550390,CB
New Hampshire,Retired, ,3 Seasons,"Knox, Sam", ,samknox/2518659,
Chadron State,Retired, ,9 Seasons,"Beebe, Don", ,donbeebe/2499594,
San Diego State,Retired, ,5 Seasons,"Penrose, Craig", ,craigpenrose/2522986,
San Jose State,Retired, ,9 Seasons,"Bailey, Stacey", ,staceybailey/2508853,
Duke,Retired, ,0 Season,"Alexander, Phillip", ,phillipalexander/2508323,
North Carolina,Retired, ,1 Season,"Franklin, Arnold", ,arnoldfranklin/2514356,
Fordham,Retired, ,2 Seasons,"Cheverko, George", ,georgecheverko/2511423,
Troy,Retired, ,8 Seasons,"Wheeler, Leonard", ,leonardwheeler/2503607,
No College,Retired, ,1 Season,"Quam, Red", ,redquam/2523634,
James Madison,Active,Atlanta Falcons,Rookie,"Reynolds, Taylor", ,taylorreynolds/2559123,DB
Colgate,Retired, ,2 Seasons,"Mankat, Carl", ,carlmankat/2520065,
Tennessee State,Active,Los Angeles Rams,4th season,"Rhaney, Demetrius",65,demetriusrhaney/2549991,OG
Temple,Retired, ,2 Seasons,"Harris, Dominique", ,dominiqueharris/2507826,
Wisconsin,Retired, ,13 Seasons,"Goldenberg, Buckets", ,bucketsgoldenberg/2515008,
Hampton,Retired, ,2 Seasons,"Painter, Carl", ,carlpainter/2522669,
UCLA,Retired, ,1 Season,"Richardson, Bob", ,bobrichardson/2524118,
South Carolina,Retired, ,2 Seasons,"Sanders, Ace", ,acesanders/2540267,
Santa Clara,Retired, ,6 Seasons,"Leonard, Jim", ,jimleonard/2519358,
William & Mary,Active,Indianapolis Colts,1st season,"Rhodes, Luke",46,lukerhodes/2556664,LB
Pennsylvania,Retired, ,5 Seasons,"Riblett, Paul", ,paulriblett/2524047,
Samford,Retired, ,1 Season,"Keeling, Rex", ,rexkeeling/2518221,
Northwestern,Retired, ,1 Season,"Johnson, Don", ,donjohnson/2517615,
Florida State,Active,Minnesota Vikings,5th season,"Rhodes, Xavier",29,xavierrhodes/2540155,CB
Maine,Active,Baltimore Ravens,Rookie,"Ricard, Patrick", ,patricard/2558990,DE
Florida State,Retired, ,2 Seasons,"Datko, Andrew", ,andrewdatko/2532827,
Dayton,Retired, ,1 Season,"Mahrt, Johnny", ,johnnymahrt/2519995,
Iowa,Retired, ,2 Seasons,"Kerasiotis, Nick", ,nickkerasiotis/2518357,
McNeese State,Retired, ,2 Seasons,"Redmond, Jimmy", ,jimmyredmond/2504417,
Navy,Retired, ,7 Seasons,"Lane, Max", ,maxlane/2501688,
Coastal Carolina,Active,Houston Texans,2nd season,"Rice, Denzel",22,denzelrice/2553736,SAF
Indiana (PA),Retired, ,4 Seasons,"Owusu-Ansah, Akwasi", ,akwasiowusu-ansah/494293,
Cincinnati,Retired, ,6 Seasons,"Johnson, Al", ,aljohnson/2517560,
Iowa,Retired, ,1 Season,"Mastrogany, Gus", ,gusmastrogany/2520313,
Florida State,Retired, ,10 Seasons,"Jax, Garth", ,garthjax/2501367,
Boston College,Retired, ,5 Seasons,"Radachowsky, George", ,georgeradachowsky/2523674,
Columbia,Retired, ,1 Season,"Maack, Herb", ,herbmaack/2519880,
Michigan,Retired, ,3 Seasons,"Pape, Tony", ,tonypape/2506073,
Washington State,Retired, ,1 Season,"Godfrey, Herb", ,herbgodfrey/2514979,
Southern Connecticut State,Retired, ,1 Season,"Atkinson, Ricky", ,rickyatkinson/2508725,
Rutgers,Retired, ,11 Seasons,"Cherry, Deron", ,deroncherry/2500055,
Harvard,Active,New England Patriots,Rookie,"Rich, Max",72,maxrich/2559036,OT
Southern Mississippi,Active,Oakland Raiders,2nd season,"Richard, Jalen",30,jalenrichard/2556885,RB
Emporia State,Active,Carolina Panthers,1st season,"Richards, Jeff", ,jeffrichards/2558303,DB
Indiana,Retired, ,2 Seasons,"Leonard, John", ,johnleonard/2519361,
Purdue,Retired, ,1 Season,"May, Marc", ,marcmay/2520414,
No College,Retired, ,1 Season,"Jensen, Greg", ,gregjensen/2517512,
Ouachita Baptist,Retired, ,1 Season,"Allen, Carl", ,carlallen/2508355,
Stanford,Active,New England Patriots,3rd season,"Richards, Jordan",37,jordanrichards/2552392,SS
Notre Dame,Retired, ,14 Seasons,"Golic, Bob", ,bobgolic/2515019,
Colorado,Retired, ,10 Seasons,"Tate, David", ,davidtate/2503243,
Michigan,Retired, ,8 Seasons,"Everitt, Steve", ,steveeveritt/2500579,
Colgate,Retired, ,2 Seasons,"Ilg, Ray", ,rayilg/2517148,
Bowling Green State,Retired, ,2 Seasons,"Thornton, Reggie", ,reggiethornton/2503347,
Baylor,Active,Chicago Bears,2nd season,"Richardson, Cyril", ,cyrilrichardson/2543697,OG
Southern Methodist,Active,Minnesota Vikings,Rookie,"Richardson, Horace", ,horacerichardson/2558991,CB
Nevada-Las Vegas,Retired, ,17 Seasons,"McCardell, Keenan", ,keenanmccardell/2501942,
LSU,Retired, ,6 Seasons,"Richards, Bobby", ,bobbyrichards/2524091,
Northwestern,Retired, ,5 Seasons,"Campbell, Woody", ,woodycampbell/2510998,
Buffalo,Retired, ,5 Seasons,"Richard, Jamey", ,jameyrichard/1266,
Stanford,Retired, ,1 Season,"Norman, Dick", ,dicknorman/2522246,
LSU,Retired, ,5 Seasons,"Marshall, Anthony", ,anthonymarshall/2501875,
Oregon,Retired, ,1 Season,"Phillips, Blair", ,blairphillips/2495708,
Oklahoma,Retired, ,1 Season,"Tabor, Paul", ,paultabor/2526971,
Rochester,Retired, ,2 Seasons,"Wallace, Gordon", ,gordonwallace/2528140,
Colorado,Active,Seattle Seahawks,4th season,"Richardson, Paul",10,paulrichardson/2543491,WR
Texas A&M,Retired, ,3 Seasons,"Harris, Rod", ,rodharris/2501053,
Arkansas,Retired, ,5 Seasons,"Foster, Barry", ,barryfoster/2500688,
Southern Mississippi,Retired, ,1 Season,"Alexander, Vincent", ,vincentalexander/2508332,
USC,Retired, ,7 Seasons,"FitzPatrick, James", ,jamesfitzpatrick/2514100,
Stanford,Retired, ,4 Seasons,"Pierce, Brett", ,brettpierce/2505797,
Florida,Unsigned free agent,Buffalo Bills,8th season,"Harvin, Percy",11,percyharvin/80425,WR
Middle Tennessee State,Retired, ,4 Seasons,"Tanner, Phillip", ,philliptanner/2530990,
Tennessee State,Retired, ,8 Seasons,"Tharpe, Larry", ,larrytharpe/2503285,
Colorado,Retired, ,1 Season,"Uzo-Diribe, Chidera", ,chiderauzo-diribe/2550409,
Northern Arizona,Retired, ,5 Seasons,"O'Neil, Keith", ,keitho'neil/2505353,
Richmond,Retired, ,1 Season,"Ames, Dave", ,daveames/2508438,
Pittsburgh,Retired, ,1 Season,"Cenci, John", ,johncenci/2511307,
Georgia,Retired, ,1 Season,"Leathers, Milt", ,miltleathers/2519226,
Arkansas,Retired, ,7 Seasons,"Garner, Nate", ,nategarner/4497,
Indiana,Retired, ,3 Seasons,"Davis, Nathan", ,nathandavis/2500321,
Texas A&M,Retired, ,5 Seasons,"Allen, Grady", ,gradyallen/2508374,
Bowling Green State,Retired, ,2 Seasons,"Bayer, Alex", ,alexbayer/2550424,
Northwestern State-Louisiana,Retired, ,4 Seasons,"Thibodeaux, Keith", ,keiththibodeaux/2503289,
Missouri,Active,New York Jets,5th season,"Richardson, Sheldon",91,sheldonrichardson/2540142,DE
Colorado State,Active,New York Giants,4th season,"Richburg, Weston",70,westonrichburg/2543705,C
Stephen F. Austin St.,Retired, ,4 Seasons,"Fowler, Todd", ,toddfowler/2514304,
Oregon,Retired, ,1 Season,"Beekley, Bruce", ,brucebeekley/2509299,
Oklahoma,Retired, ,12 Seasons,"Casillas, Tony", ,tonycasillas/2500029,
San Diego State,Retired, ,1 Season,"Katz, Ryan", ,ryankatz/2541551,
Notre Dame,Active,Detroit Lions,5th season,"Riddick, Theo",25,theoriddick/2540020,RB
Tennessee-Chattanooga,Retired, ,1 Season,"Carson, Malcolm", ,malcolmcarson/2511172,
Temple,Retired, ,7 Seasons,"Rienstra, John", ,johnrienstra/2502666,
Texas,Active,Indianapolis Colts,2nd season,"Ridgeway, Hassan",91,hassanridgeway/2555514,DT
Maryland,Retired, ,14 Seasons,"Reich, Frank", ,frankreich/2502624,
Tulsa,Retired, ,2 Seasons,"Gage, Steve", ,stevegage/2514531,
Notre Dame,Active,Tampa Bay Buccaneers,3rd season,"Riggs, Cody", ,codyriggs/2553821,CB
Notre Dame,Retired, ,1 Season,"Pivarnik, Joe", ,joepivarnik/2523296,
Wisconsin,Retired, ,4 Seasons,"Knight, Roger", ,rogerknight/2504567,
Louisiana-Lafayette,Active,Indianapolis Colts,Rookie,"Riles, Al-Damion", ,al-damionriles/2559349,DB
California-Davis,Retired, ,1 Season,"Ojo, Onome", ,onomeojo/2504644,
Texas,Retired, ,2 Seasons,"Thomas, Sloan", ,sloanthomas/2505891,
Albertson,Retired, ,8 Seasons,"Owens, R.C.", ,r.c.owens/2522631,
Murray State,Retired, ,1 Season,"Lester, Keith", ,keithlester/2519378,
Fresno State,Active,Tennessee Titans,3rd season,"Riley, Curtis",35,curtisriley/2553822,CB
Florida,Retired, ,10 Seasons,"Johnson, Ellis", ,ellisjohnson/2501421,
Saginaw Valley State,Retired, ,11 Seasons,"Marve, Eugene", ,eugenemarve/2501895,
Utah State,Retired, ,1 Season,"Young, Kevin", ,kevinyoung/2529560,
Gonzaga,Retired, ,4 Seasons,"Cahoon, Tiny", ,tinycahoon/2510903,
Weber State,Retired, ,4 Seasons,"Campbell, Carter", ,cartercampbell/2510966,
Baylor,Retired, ,1 Season,"Hancock, Kevin", ,kevinhancock/2515731,
Texas Southern,Retired, ,1 Season,"Thomasson, Leon", ,leonthomasson/2527301,
Auburn,Retired, ,8 Seasons,"McCall, Reese", ,reesemccall/2520502,
Northern Illinois,Retired, ,3 Seasons,"Kellar, Mark", ,markkellar/2518242,
Syracuse,Retired, ,7 Seasons,"Chomyszak, Steve", ,stevechomyszak/2511450,
San Diego State,Retired, ,1 Season,"Parker, Ricky", ,rickyparker/2502406,
LSU,Active,Atlanta Falcons,Rookie,"Riley, Duke", ,dukeriley/2557967,OLB
Louisiana-Lafayette,Active,Green Bay Packers,2nd season,"Ringo, Christian",99,christianringo/2553461,DE
UCLA,Active,Denver Broncos,Rookie,"Rios, Marcus", ,marcusrios/2559236,CB
North Carolina A&T,Retired, ,4 Seasons,"Hamilton, Michael", ,michaelhamilton/2500993,
UCLA,Retired, ,13 Seasons,"Edwards, Donnie", ,donnieedwards/2500516,
Ohio State,Retired, ,4 Seasons,"Karcher, Jim", ,jimkarcher/2518143,
Villanova,Retired, ,2 Seasons,"Ceppetelli, Gene", ,geneceppetelli/2511309,
North Carolina,Retired, ,12 Seasons,"Walker, Bracy", ,bracywalker/2503498,
Memphis,Retired, ,0 Season,"Ballard, Derrick", ,derrickballard/2508927,
Oklahoma,Active,Green Bay Packers,3rd season,"Ripkowski, Aaron",22,aaronripkowski/2552477,FB
Oklahoma State,Retired, ,7 Seasons,"Parker, Frank", ,frankparker/2522766,
Michigan,Retired, ,3 Seasons,"Manning, Roy", ,roymanning/2506203,
Indiana,Retired, ,4 Seasons,"Watts, Damon", ,damonwatts/2503568,
South Carolina,Retired, ,1 Season,"Hanna, Zip", ,ziphanna/2515747,
Tennessee,Retired, ,11 Seasons,"Garner, Charlie", ,charliegarner/2500765,
Tennessee,Active,Jacksonville Jaguars,5th season,"Rivera, Mychal", ,mychalrivera/2539995,TE
Stanford,Injured reserve,Philadelphia Eagles,1st season,"Shittu, Aziz",61,azizshittu/2556866,DE
Youngstown State,Active,Green Bay Packers,Rookie,"Rivers, David", ,davidrivers/2558992,CB
Northwestern,Retired, ,1 Season,"Emmerich, Conrad", ,conrademmerich/2504370,
Oklahoma City,Retired, ,2 Seasons,"Kamp, Jim", ,jimkamp/2518115,
Arkansas,Retired, ,5 Seasons,"Campbell, Leon", ,leoncampbell/2510985,
No College,Retired, ,2 Seasons,"Englund, Harry", ,harryenglund/2513654,
North Carolina State,Retired, ,1 Season,"Taylor, Derrick", ,derricktaylor/2527078,
Clemson,Retired, ,16 Seasons,"Gardocki, Chris", ,chrisgardocki/2500763,
,Retired, ,,"Ward, null", ,ward/2528211,
Youngstown State,Active,New England Patriots,Rookie,"Rivers, Derek",95,derekrivers/2558040,OLB
Notre Dame,Retired, ,1 Season,"Knafelc, Greg", ,gregknafelc/2518624,
Georgia Tech,Retired, ,8 Seasons,"Utt, Ben", ,benutt/2527820,
Tennessee State,Retired, ,1 Season,"Tarver, Sidney", ,sidneytarver/2531066,
North Carolina State,Active,Los Angeles Chargers,14th season,"Rivers, Philip",17,philiprivers/2506121,QB
Alabama,Retired, ,2 Seasons,"Kirkland, Bo", ,bokirkland/2518555,
Northwestern,Active,Tennessee Titans,Rookie,"Robbins, C.J.", ,c.j.robbins/2559350,DE
No College,Retired, ,4 Seasons,"Chancey, Robert", ,robertchancey/2500047,
Boise State,Retired, ,2 Seasons,"Johnson, Ian", ,ianjohnson/80654,
Texas,Retired, ,3 Seasons,"Layden, Pete", ,petelayden/2519198,
Austin,Retired, ,6 Seasons,"Babb, Gene", ,genebabb/2508788,
Mississippi,Retired, ,1 Season,"Barfield, Ken", ,kenbarfield/2508991,
USC,Retired, ,1 Season,"Lansdell, Grenny", ,grennylansdell/2519073,
Oregon,Retired, ,12 Seasons,"Van Brocklin, Norm", ,normvanbrocklin/2527839,
Texas Tech,Retired, ,4 Seasons,"Schlinkman, Walt", ,waltschlinkman/2525044,
Loras,Retired, ,2 Seasons,"Hanlon, Bob", ,bobhanlon/2515745,
Northern Iowa,Retired, ,1 Season,"Scott, Quentin", ,quentinscott/2507913,
Florida,Active,Houston Texans,4th season,"Roberson, Marcus", ,marcusroberson/2550442,DB
Maryland,Retired, ,14 Seasons,"Tice, Mike", ,miketice/2503354,
Notre Dame,Retired, ,3 Seasons,"Vasys, Arunas", ,arunasvasys/2527905,
Illinois State,Active,Minnesota Vikings,1st season,"Roberson, Tre", ,treroberson/2556768,DB
Wake Forest,Retired, ,2 Seasons,"Gattis, Josh", ,joshgattis/2495610,
California-Davis,Retired, ,3 Seasons,"Martini, Rich", ,richmartini/2520273,
Centenary,Retired, ,1 Season,"May, Jack", ,jackmay/2520412,
The Citadel,Active,Atlanta Falcons,8th season,"Roberts, Andre", ,andreroberts/497320,WR
Arizona,Retired, ,1 Season,"Nielsen, Walt", ,waltnielsen/2522155,
Los Angeles State,Retired, ,1 Season,"Davis, Don", ,dondavis/2512544,
Boston College,Retired, ,4 Seasons,"Repko, Joe", ,joerepko/2523980,
Oregon,Retired, ,8 Seasons,"Christensen, George", ,georgechristensen/2511456,
Western Kentucky,Retired, ,1 Season,"Johnson, Mark", ,markjohnson/2517713,
California-Santa Barbara,Retired, ,1 Season,"Franci, Jason", ,jasonfranci/2514323,
Fordham,Retired, ,4 Seasons,"Riddick, Ray", ,rayriddick/2524141,
Baylor,Retired, ,2 Seasons,"Evans, Jonathan", ,jonathanevans/2506226,
Duke,Retired, ,2 Seasons,"Hart, Leo", ,leohart/2516029,
Marshall,Active,New York Jets,3rd season,"Roberts, Darryl",27,darrylroberts/2553353,CB
Washington State,Retired, ,1 Season,"Hall, Ray", ,rayhall/2515634,
Houston,Active,New England Patriots,2nd season,"Roberts, Elandon",52,elandonroberts/2556119,OLB
Wichita State,Retired, ,1 Season,"Sexton, Lin", ,linsexton/2525348,
Rice,Retired, ,4 Seasons,"Ozougwu, Cheta", ,chetaozougwu/2495322,
Fordham,Retired, ,1 Season,"Walbridge, Larry", ,larrywalbridge/2528067,
Louisville,Retired, ,2 Seasons,"Patrick, Garin", ,garinpatrick/2502418,
Toledo,Active,Detroit Lions,Rookie,"Roberts, Michael", ,michaelroberts/2558049,TE
LSU,Retired, ,8 Seasons,"Van Buren, Steve", ,stevevanburen/2527841,
Nebraska-Omaha,Retired, ,1 Season,"Sayers, Ron", ,ronsayers/2524971,
Washington,Retired, ,4 Seasons,"Ward, Bill", ,billward/2528231,
West Alabama,Active,Oakland Raiders,3rd season,"Roberts, Seth",10,sethroberts/2550597,WR
Nicholls State,Retired, ,2 Seasons,"Thompson, Chris", ,christhompson/2506066,
